Time,Date,Name,Coin_Name,Code,Volume,Bid_Total,Ask_Total,Depth,Hour,Day,Month_Number,Month_Name,Year
14:50:29,2024-07-15,Coinbase,BTC,coinbasepro,41284.177624177464,1610.4585849700525,1236.5293357838473,2846.9879207538993,14,15,7,July,2024
14:57:13,2024-07-15,Coinbase,BTC,coinbasepro,41651.40751660897,1655.2083365071603,1272.785199854086,2927.9935363612462,14,15,7,July,2024
14:59:25,2024-07-15,Coinbase,BTC,coinbasepro,41695.00297282223,1690.4046005690489,1304.9241073017113,2995.3287078707604,14,15,7,July,2024
15:01:47,2024-07-15,Coinbase,ETH,coinbasepro,774394.8443753251,31129.93419930624,24510.053131292312,55639.98733059856,15,15,7,July,2024
15:02:35,2024-07-15,Coinbase,BNB,coinbasepro,4551112.6607759865,180218.86910252506,144576.80929703498,324795.6783995601,15,15,7,July,2024
15:02:58,2024-07-15,Coinbase,ADA,coinbasepro,6043688618.0906105,237501196.36259446,188133445.25536796,425634641.6179624,15,15,7,July,2024
15:03:21,2024-07-15,Coinbase,DOGE,coinbasepro,21798060631.756104,855355870.5346173,678667268.2110518,1534023138.7456691,15,15,7,July,2024
15:03:54,2024-07-15,Coinbase,SOL,coinbasepro,16937142.60885278,664656.3214936133,527939.8618703043,1192596.1833639177,15,15,7,July,2024
15:04:31,2024-07-15,Coinbase,USDT,coinbasepro,2638242202.730702,103375769.63410355,82155782.89942856,185531552.53353208,15,15,7,July,2024
15:04:56,2024-07-15,Coinbase,TONCOIN,coinbasepro,350593176.0989226,13753588.434917167,10920967.078231893,24674555.513149064,15,15,7,July,2024
15:05:17,2024-07-15,Coinbase,USDC,coinbasepro,2646596095.151564,103386715.21521328,82039465.06316186,185426180.27837515,15,15,7,July,2024
15:06:51,2024-07-15,Coinbase,XRP,coinbasepro,4961996957.710799,193639601.24095052,153862879.17228028,347502480.4132308,15,15,7,July,2024
15:10:47,2024-07-15,Coinbase,BTC,coinbasepro,41878.175711776246,1598.3110090458517,1268.306574859485,2866.617583905337,15,15,7,July,2024
15:10:47,2024-07-15,Coinbase,BTC,coinbasepro,41878.175711776246,1598.3110090458517,1268.306574859485,2866.617583905337,15,15,7,July,2024
15:10:50,2024-07-15,Coinbase,ETH,coinbasepro,783672.8692337986,29909.444551919903,23734.019825241012,53643.46437716092,15,15,7,July,2024
15:10:50,2024-07-15,Coinbase,ETH,coinbasepro,783672.8692337986,29909.444551919903,23734.019825241012,53643.46437716092,15,15,7,July,2024
15:10:52,2024-07-15,Coinbase,BNB,coinbasepro,4599058.106936338,175526.39480164563,139285.33265951017,314811.72746115585,15,15,7,July,2024
