Time,Date,Name,Coin_Name,Code,Volume,Bid_Total,Ask_Total,Depth,Hour,Day,Month_Number,Month_Name,Year
14:50:28,2024-07-15,Bybit,BTC,bybit,52760.5035631314,240.05660108620836,502.66380760497225,742.7204086911805,14,15,7,July,2024
14:57:13,2024-07-15,Bybit,BTC,bybit,52983.35081216971,223.2951327928453,528.0230288382375,751.3181616310828,14,15,7,July,2024
14:59:24,2024-07-15,Bybit,BTC,bybit,52983.379774718785,220.80877296140025,532.7769584040346,753.5857313654349,14,15,7,July,2024
15:01:47,2024-07-15,Bybit,ETH,bybit,992285.9201353111,4096.2433610981625,9977.466281012845,14073.709642111007,15,15,7,July,2024
15:02:35,2024-07-15,Bybit,BNB,bybit,5821605.736651521,24491.828117062483,58151.51386113806,82643.34197820054,15,15,7,July,2024
15:02:57,2024-07-15,Bybit,ADA,bybit,7716475719.328299,32450720.956545554,76945462.32543482,109396183.28198037,15,15,7,July,2024
15:03:20,2024-07-15,Bybit,DOGE,bybit,27871165538.86582,117164875.85550936,277544957.9691065,394709833.82461584,15,15,7,July,2024
15:03:54,2024-07-15,Bybit,SOL,bybit,21655948.25470302,90997.35660928211,215464.73278096618,306462.0893902483,15,15,7,July,2024
15:04:30,2024-07-15,Bybit,USDT,bybit,3373239725.207407,14182442.931241024,33540306.196644835,47722749.127885856,15,15,7,July,2024
15:04:55,2024-07-15,Bybit,TONCOIN,bybit,448268966.48343617,1888915.906677898,4461334.369109163,6350250.27578706,15,15,7,July,2024
15:05:16,2024-07-15,Bybit,USDC,bybit,3383374586.4217863,14222651.64129328,33642059.505562566,47864711.146855846,15,15,7,July,2024
15:06:51,2024-07-15,Bybit,XRP,bybit,6331316229.028416,24430999.446973156,68380549.11979216,92811548.56676532,15,15,7,July,2024
15:10:46,2024-07-15,Bybit,BTC,bybit,53324.37855643815,202.43964070044763,572.4326105485025,774.8722512489501,15,15,7,July,2024
15:10:49,2024-07-15,Bybit,ETH,bybit,997867.4580058652,3788.284742063568,10712.021207394455,14500.305949458023,15,15,7,July,2024
15:10:51,2024-07-15,Bybit,BNB,bybit,5856079.242448149,22231.906115883285,62864.5062367775,85096.41235266079,15,15,7,July,2024
15:10:54,2024-07-15,Bybit,ADA,bybit,7739541825.0483055,29382247.08217811,83083314.82330646,112465561.90548456,15,15,7,July,2024
15:10:57,2024-07-15,Bybit,DOGE,bybit,27931116383.90968,106037150.70277886,299838128.4510078,405875279.1537866,15,15,7,July,2024
15:10:59,2024-07-15,Bybit,SOL,bybit,21751700.137634557,82577.73423137191,233502.62732974775,316080.3615611197,15,15,7,July,2024
15:11:02,2024-07-15,Bybit,USDT,bybit,3386982466.147855,12858274.809147386,36358965.02623071,49217239.83537809,15,15,7,July,2024
15:11:05,2024-07-15,Bybit,TONCOIN,bybit,449858890.5814908,1707835.6024127295,4829196.4404510595,6537032.042863789,15,15,7,July,2024
15:11:07,2024-07-15,Bybit,USDC,bybit,3392570350.013036,12879488.543513663,36418950.47819433,49298439.021708,15,15,7,July,2024
15:11:10,2024-07-15,Bybit,XRP,bybit,6340836870.895847,24072230.61260271,68068337.62211512,92140568.23471783,15,15,7,July,2024
15:11:21,2024-07-15,Bybit,BTC,bybit,53435.07743327099,202.67149256952314,572.3525105189811,775.0240030885043,15,15,7,July,2024
15:11:24,2024-07-15,Bybit,ETH,bybit,999975.3249884667,3792.761260638084,10710.911543618731,14503.672804256816,15,15,7,July,2024
15:11:26,2024-07-15,Bybit,BNB,bybit,5869027.438791129,22260.36918233526,62864.184918450876,85124.55410078613,15,15,7,July,2024
15:11:29,2024-07-15,Bybit,ADA,bybit,7757593139.542134,29423424.75879245,83092944.22837648,112516368.98716894,15,15,7,July,2024
15:11:31,2024-07-15,Bybit,DOGE,bybit,27987711758.36258,106153328.26562184,299781302.05920523,405934630.3248271,15,15,7,July,2024
15:11:34,2024-07-15,Bybit,SOL,bybit,21800832.020524353,82687.39144946073,233512.54527387494,316199.93672333565,15,15,7,July,2024
15:11:37,2024-07-15,Bybit,USDT,bybit,3394435673.891929,12874601.806613302,36358397.38743515,49232999.19404846,15,15,7,July,2024
15:11:39,2024-07-15,Bybit,TONCOIN,bybit,450862867.58168864,1710057.413710433,4829271.455298609,6539328.869009042,15,15,7,July,2024
15:11:42,2024-07-15,Bybit,USDC,bybit,3399958563.723514,13061238.964623611,36384795.364761874,49446034.32938548,15,15,7,July,2024
15:11:44,2024-07-15,Bybit,XRP,bybit,6356085696.13534,24417460.566322587,68019910.54899836,92437371.11532095,15,15,7,July,2024
15:11:56,2024-07-15,Bybit,BTC,bybit,53418.51728677934,204.51419337620214,571.9111102607352,776.4253036369373,15,15,7,July,2024
15:11:58,2024-07-15,Bybit,ETH,bybit,999728.423739946,3827.486470258862,10703.325772050815,14530.812242309677,15,15,7,July,2024
15:12:01,2024-07-15,Bybit,BNB,bybit,5867765.170266452,22464.892731401542,62821.6630435548,85286.55577495633,15,15,7,July,2024
15:12:03,2024-07-15,Bybit,ADA,bybit,7755958804.2413435,29693891.543130577,83037104.66273081,112730996.20586139,15,15,7,July,2024
15:12:06,2024-07-15,Bybit,DOGE,bybit,27980173701.865185,107122828.29645696,299562268.2901076,406685096.58656454,15,15,7,July,2024
15:12:09,2024-07-15,Bybit,SOL,bybit,21791246.72819018,83576.00112266121,233272.88720292918,316848.8883255904,15,15,7,July,2024
15:12:12,2024-07-15,Bybit,USDT,bybit,3393305979.6481314,13014351.491772534,36324965.382153936,49339316.87392647,15,15,7,July,2024
15:12:14,2024-07-15,Bybit,TONCOIN,bybit,450696305.3335098,1728556.2129772212,4824654.124118236,6553210.337095457,15,15,7,July,2024
15:12:16,2024-07-15,Bybit,USDC,bybit,3399209916.5517707,13036994.86979681,36388166.37402717,49425161.243823975,15,15,7,July,2024
15:12:19,2024-07-15,Bybit,XRP,bybit,6354451707.221347,24371238.123314817,68023703.0411622,92394941.164477,15,15,7,July,2024
15:12:30,2024-07-15,Bybit,BTC,bybit,53395.143267278625,206.31872713855103,570.1761623844806,776.4948895230316,15,15,7,July,2024
15:12:33,2024-07-15,Bybit,ETH,bybit,999204.145902057,3860.922827796028,10669.928957719123,14530.85178551515,15,15,7,July,2024
15:12:36,2024-07-15,Bybit,BNB,bybit,5866583.607443222,22717.11535939589,62818.7350868239,85535.85044621979,15,15,7,July,2024
15:12:38,2024-07-15,Bybit,ADA,bybit,7752670770.998283,30020592.568515472,83014749.97489284,113035342.5434083,15,15,7,July,2024
15:12:41,2024-07-15,Bybit,DOGE,bybit,27975164395.92742,108327960.41192335,299554998.06880075,407882958.48072416,15,15,7,July,2024
15:12:44,2024-07-15,Bybit,SOL,bybit,21774326.003706355,84316.51345967429,233157.09933555374,317473.612795228,15,15,7,July,2024
